6.056246871564e+0, 1.146053434711e-37
6.147588500801e+0, 9.566106605763e-38
6.288928499860e+0, 7.808597137242e-38
6.384020246361e+0, 6.371448233607e-38
6.529094250960e+0, 5.181712173139e-38
6.663693379452e+0, 4.276821081470e-38
6.822529526454e+0, 3.496146558056e-38
6.951435120050e+0, 2.929190935912e-38
7.106084356196e+0, 2.444934563558e-38
7.256316470233e+0, 2.034906849038e-38
7.406970205669e+0, 1.711580412978e-38
7.574917584104e+0, 1.438936284728e-38
7.720915285556e+0, 1.217366679715e-38
7.923006949359e+0, 1.016772178156e-38
8.124704244601e+0, 8.409352303340e-39
8.342123996050e+0, 7.035786968355e-39
8.537189890766e+0, 5.960061667646e-39
8.764042663155e+0, 5.069622648131e-39
8.988621624681e+0, 4.284472562658e-39
9.248208541233e+0, 3.623684345987e-39
9.518309214756e+0, 3.067637391369e-39
9.801682759001e+0, 2.600881946937e-39
1.012401427868e+1, 2.198148798255e-39
1.046270061126e+1, 1.865942733812e-39
1.082163930379e+1, 1.591310833960e-39
1.121351390525e+1, 1.375585571346e-39
1.169991742215e+1, 1.163735288922e-39
1.220810925550e+1, 9.995038444074e-40
1.274709495992e+1, 8.513005316943e-40
1.333733418657e+1, 7.299681966365e-40
1.395492984517e+1, 6.307198474165e-40
1.460116099046e+1, 5.506615721902e-40
1.527734666987e+1, 4.844450995907e-40
1.598487939569e+1, 4.297510391296e-40
1.672520535220e+1, 3.836177841705e-40
1.749985754947e+1, 3.455366740329e-40
1.831042624777e+1, 3.138355494327e-40
1.915857517550e+1, 2.872246097143e-40
2.004605172371e+1, 2.650658210471e-40
2.097468492465e+1, 2.468308470261e-40
2.194637809739e+1, 2.316096550972e-40
2.296313760646e+1, 2.192943817377e-40
2.402705594083e+1, 2.095134797404e-40
2.514032712975e+1, 2.021208432419e-40
2.630522542426e+1, 1.963453901262e-40
2.752417982125e+1, 1.929959194113e-40
2.879970242923e+1, 1.919523148221e-40
3.013437615847e+1, 1.919760103816e-40
3.153096742716e+1, 1.936034721046e-40
3.299236288156e+1, 1.971487320467e-40
3.452154970282e+1, 2.021553834108e-40
3.612166303926e+1, 2.084418960517e-40
3.779596273873e+1, 2.153713159941e-40
3.954788921126e+1, 2.229943458511e-40
4.138102135082e+1, 2.308871915093e-40
4.329913794347e+1, 2.393910590138e-40
4.530613335276e+1, 2.475208685844e-40
4.740618090493e+1, 2.564595392200e-40
4.960355381218e+1, 2.653528763735e-40
5.190277059834e+1, 2.743643589361e-40
5.430857881752e+1, 2.840754371741e-40
5.682589190723e+1, 2.939264204812e-40
5.945987746915e+1, 3.039082712493e-40
6.221596372890e+1, 3.144470046814e-40
6.509982232961e+1, 3.258025652177e-40
6.811734308665e+1, 3.373342897217e-40
7.127473260513e+1, 3.492741775867e-40
7.457848679163e+1, 3.618874447137e-40
7.803541768357e+1, 3.757367687074e-40
8.165254577995e+1, 3.893056739895e-40
8.543736546050e+1, 4.039241930128e-40
8.939760672504e+1, 4.188012323011e-40
9.354141534080e+1, 4.342262117767e-40
9.787735005034e+1, 4.511565465335e-40
1.024142165425e+2, 4.677732131855e-40
1.071614695457e+2, 4.866857961048e-40
1.121286978797e+2, 5.049609614674e-40
1.173262506778e+2, 5.253770857464e-40
1.227646445254e+2, 5.451051180756e-40
1.284552102213e+2, 5.671443145382e-40
1.344095304577e+2, 5.896656890779e-40
1.406398768752e+2, 6.135065181913e-40
1.471590213887e+2, 6.383112581160e-40
1.539802984277e+2, 6.631988005670e-40
1.611179271763e+2, 6.919285421309e-40
1.685862427906e+2, 7.189066045516e-40
1.764008879576e+2, 7.495298605617e-40
1.845777731157e+2, 7.814575750407e-40
1.931335253475e+2, 8.119263445089e-40
2.020860693866e+2, 8.470989564416e-40
2.114536011636e+2, 8.837952443069e-40
2.212553194712e+2, 9.214422597267e-40
2.315113865403e+2, 9.606929246107e-40
2.422429044363e+2, 1.002310097957e-39
2.534718729245e+2, 1.045730125340e-39
2.652213058197e+2, 1.090275078945e-39
2.775153718206e+2, 1.136717513404e-39
2.903793662167e+2, 1.185960063847e-39
3.038396603808e+2, 1.237335799313e-39
3.179240034023e+2, 1.292728094161e-39
3.326612194494e+2, 1.350600157501e-39
3.480813945942e+2, 1.408131656208e-39
3.642166660252e+2, 1.473211044537e-39
3.810996916461e+2, 1.538096299402e-39
3.987653188904e+2, 1.605839322889e-39
4.172500375726e+2, 1.680056133816e-39
4.365914647173e+2, 1.755267862740e-39
4.568294545230e+2, 1.833846624499e-39
4.780056479981e+2, 1.917271721175e-39
5.001633725828e+2, 2.003102972919e-39
5.233483859212e+2, 2.095680052387e-39
5.476081377809e+2, 2.192535751456e-39
5.729922526928e+2, 2.290689855521e-39
5.995533419999e+2, 2.398220131320e-39
6.273454588241e+2, 2.507319629408e-39
6.564259825647e+2, 2.623200006863e-39
6.868545305066e+2, 2.744436008596e-39
7.186935901504e+2, 2.871275154609e-39
7.520085455974e+2, 3.003976404498e-39
7.868679456075e+2, 3.144989999372e-39
8.233431151511e+2, 3.290341483062e-39
8.615092332952e+2, 3.444797716538e-39
9.014443908057e+2, 3.604005364006e-39
9.432323414878e+2, 3.796799022572e-39
9.907520758025e+2, 3.897581064411e-39
